name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
Geo Chem Laborat...,3.6,(142 Reviews),Private,"Mumbai,Maharashtra + 16 more",59 years old,1k-5k Employees (India)
RAKS Pharma,3.9,(142 Reviews),Private,"Visakhapatnam/Vizag,Andhra Pradesh + 5 more",15 years old,201-500 Employees (India)
Indian Council o...,3.9,(142 Reviews),Private,New Delhi + 37 more,94 years old,501-1k Employees (India)
King George's Me...,4.4,(141 Reviews),Private,Lucknow + 7 more,118 years old,501-1k Employees (India)
Grauer & Weil (i...,3.6,(141 Reviews),Public,"Mumbai,Maharashtra + 16 more",66 years old,501-1k Employees (India)
FOX Solutions,3.6,(141 Reviews),"Nasik/Nashik,Maharashtra + 11 more",28 years old,201-500 Employees (India),
Weizmann Forex,3.8,(141 Reviews),Public,"Mumbai,Maharashtra + 30 more",30 years old,201-500 Employees (India)
Paladion Network...,4.0,(141 Reviews),Private,"Bangalore,Karnataka + 4 more",23 years old,501-1k Employees (India)
Ajay Industrial ...,3.9,(141 Reviews),Private,"Ghaziabad,Uttar Pradesh + 24 more",62 years old,51-200 Employees (India)
Laxmi Civil Engi...,4.2,(141 Reviews),Private,"Kolhapur,Maharashtra + 30 more",23 years old,201-500 Employees (India)
Star Hospitals,4.0,(141 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 12 more",18 years old,51-200 Employees (India)
Azim Premji Foun...,4.4,(141 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 30 more",22 years old,1k-5k Employees (India)
OmniActive Healt...,3.9,(141 Reviews),Public,"Mumbai,Maharashtra + 8 more",19 years old,201-500 Employees (India)
Pramati Technolo...,4.3,(141 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",25 years old,1k-5k Employees (India)
Trimble,4.5,(141 Reviews),Private,"Sunnyvale,California + 9 more",45 years old,1k-5k Employees (India)
Anlage Infotech,4.0,(141 Reviews),Private,"Mumbai,Maharashtra + 11 more",27 years old,11-50 Employees (India)
Tirupati Medicar...,4.1,(141 Reviews),"Paonta Sahib,Himachal Pradesh + 10 more",18 years old,1k-5k Employees (India),
The Pride Hotel,4.3,(141 Reviews),Private,"Mumbai,Maharashtra + 17 more",48 years old,501-1k Employees (India)
Atomberg Technol...,4.3,(141 Reviews),Private,"Mumbai,Maharashtra + 21 more",11 years old,201-500 Employees (India)
Baazar Style Ret...,3.9,(141 Reviews),Private,Howrah + 28 more,10 years old,201-500 Employees (India)
Jaiprakash Power...,3.9,(141 Reviews),Public,Noida + 10 more,29 years old,5k-10k Employees (India)
doodleblue innov...,4.3,(141 Reviews),Private,"Chennai,Tamil Nadu",12 years old,501-1k Employees (India)
Henkel,4.0,(141 Reviews),Private,"Mumbai,Maharashtra + 20 more",58 years old,501-1k Employees (India)
British Airways,3.3,(141 Reviews),Private,"Harmondsworth,Greater London + 5 more",104 years old,201-500 Employees (India)
Hawkins Cookers,3.9,(141 Reviews),Public,"Mumbai,Maharashtra + 21 more",64 years old,501-1k Employees (India)
Oxford Universit...,3.6,(141 Reviews),Private,"Oxford,Oxfordshire + 24 more",545 years old,201-500 Employees (India)
BPL Medical Tech...,4.2,(141 Reviews),Private,Bangalore + 20 more,56 years old,501-1k Employees (India)
Biostadt,4.6,(141 Reviews),Private,"Mumbai,Maharashtra + 38 more",20 years old,501-1k Employees (India)
Laxmi Civil Engi...,4.2,(141 Reviews),Private,"Kolhapur,Maharashtra + 30 more",23 years old,201-500 Employees (India)
Jaiprakash Power...,3.9,(141 Reviews),Public,Noida + 10 more,29 years old,5k-10k Employees (India)
The Pride Hotel,4.3,(141 Reviews),Private,"Mumbai,Maharashtra + 17 more",48 years old,501-1k Employees (India)
Tirupati Medicar...,4.1,(141 Reviews),"Paonta Sahib,Himachal Pradesh + 10 more",18 years old,1k-5k Employees (India),
Star Hospitals,4.0,(141 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 12 more",18 years old,51-200 Employees (India)
Qinecsa Solution...,2.8,(141 Reviews),,,,
ACS Solution,3.8,(141 Reviews),Hyderabad/Secunderabad + 7 more,501-1k Employees (India),,
Prochant,3.3,(141 Reviews),Private,"Chennai,Tamil Nadu + 4 more",24 years old,1k-5k Employees (India)
Inland World Log...,3.6,(140 Reviews),Private,"Mumbai,Maharashtra + 33 more",41 years old,1k-5k Employees (India)
ITCube Solutions,3.6,(140 Reviews),Private,"Pune,Maharashtra + 4 more",20 years old,201-500 Employees (India)
EagleBurgmann,3.8,(140 Reviews),Private,Wolfratshausen + 14 more,139 years old,501-1k Employees (India)
Balasore Alloys,3.8,(140 Reviews),Public,"Balasore,Odisha + 8 more",39 years old,501-1k Employees (India)
Global Consumer ...,4.0,(140 Reviews),Private,"Bangalore,Karnataka + 32 more",10 years old,51-200 Employees (India)
Uttam Value Stee...,4.0,(140 Reviews),Public,Mumbai + 5 more,49 years old,1k-5k Employees (India)
Roulunds Braking,3.3,(140 Reviews),Private,Odense + 1 more,287 years old,1k-5k Employees (Global)
Anchor Health an...,3.7,(140 Reviews),Private,"Mumbai,Maharashtra + 30 more",31 years old,501-1k Employees (India)
Internshala,4.0,(140 Reviews),Private,"Gurgaon,Haryana + 16 more",13 years old,5k-10k Employees (India)
Galgotias Univer...,3.1,(140 Reviews),Private,"Greater Noida,Uttar Pradesh + 6 more",12 years old,201-500 Employees (India)
Century Enka,4.2,(140 Reviews),Public,Pune + 8 more,58 years old,501-1k Employees (India)
Louis Dreyfus Co...,4.1,(140 Reviews),Private,"Rotterdam,South Holland + 11 more",26 years old,501-1k Employees (India)
Bhadra Internati...,3.6,(140 Reviews),Private,"New Delhi,Delhi + 6 more",23 years old,51-200 Employees (India)
CDE Asia,4.7,(140 Reviews),Kolkata + 5 more,17 years old,201-500 Employees (India),
K D Hospital,4.6,(140 Reviews),Ahmedabad + 1 more,5 years old,11-50 Employees (India),
Green Park Hotel...,4.1,(140 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 12 more",32 years old,1k-5k Employees (India)
Muthoot Housing ...,4.2,(140 Reviews),Private,"Mumbai,Maharashtra + 53 more",13 years old,501-1k Employees (India)
Bright Life Care,4.2,(140 Reviews),Private,"Gurgaon,Haryana + 29 more",12 years old,51-200 Employees (India)
Edward Food Rese...,3.8,(140 Reviews),Private,"Kolkata,West Bengal + 3 more",102 years old,51-200 Employees (India)
Axis Sales,4.0,(140 Reviews),Pune + 59 more,17 years old,11-50 Employees (India),
Daelim Industria...,4.6,(140 Reviews),Private,Seoul + 12 more,84 years old,51-200 Employees (India)
Bajaj Healthcare,3.4,(140 Reviews),Public,"Thane,Maharashtra + 8 more",30 years old,51-200 Employees (India)
Rehau Polymers,3.9,(140 Reviews),Private,Singapore + 11 more,26 years old,501-1k Employees (India)
Nayati Hospital,3.1,(140 Reviews),Private,"Noida,Uttar Pradesh + 7 more",11 years old,1k-5k Employees (India)
Indo Rama Synthe...,3.9,(140 Reviews),Public,"Gurgaon/Gurugram,Haryana + 8 more",37 years old,51-200 Employees (India)
Hyderabad Metro ...,4.0,(140 Reviews),Private,Hyderabad + 3 more,13 years old,5k-10k Employees (India)
BIC Contracting,4.5,(140 Reviews),Dubai + 10 more,1k-5k Employees (India),,
Fraazo,3.3,(140 Reviews),"Mumbai,Maharashtra + 11 more",7 years old,51-200 Employees (India),
Walkaroo Interna...,3.8,(140 Reviews),Coimbatore + 25 more,5k-10k Employees (India),,
Motherson Sumi W...,4.1,(140 Reviews),Noida + 16 more,,,
Schott Poonawall...,3.6,(140 Reviews),Daman & Diu + 9 more,1k-5k Employees (India),,
Sterlite Industr...,4.3,(139 Reviews),Public,"Mumbai,Maharashtra + 13 more",48 years old,201-500 Employees (India)
IIHT,4.3,(139 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 20 more",30 years old,201-500 Employees (India)
Diamond Beverage...,3.5,(139 Reviews),Private,Kolkata + 2 more,28 years old,201-500 Employees (India)
QX,4.0,(139 Reviews),Private,"Skipton,North Yorkshire + 3 more",20 years old,1k-5k Employees (India)
CloudMoyo,4.2,(139 Reviews),Private,"Bellevue,Washington",8 years old,201-500 Employees (India)
ITW India,4.2,(139 Reviews),Private,"Glenview,IL + 15 more",111 years old,10k-50k Employees (Global)
Sears IT & Manag...,3.8,(139 Reviews),Private,"Pune,Maharashtra + 2 more",14 years old,501-1k Employees (India)
Valmet,4.1,(139 Reviews),Private,Espoo + 13 more,85 years old,51-200 Employees (India)
Sahajanand Laser...,3.5,(139 Reviews),Public,"Gandhinagar,Gujarat + 15 more",34 years old,501-1k Employees (India)
Kovai Medical Ce...,4.4,(139 Reviews),Public,"Coimbatore,Tamil Nadu + 6 more",38 years old,201-500 Employees (India)
AvenData GmbH,3.6,(139 Reviews),Berlin,51-200 Employees (India),,
International Ce...,3.6,(139 Reviews),Private,"Mumbai,Maharashtra + 27 more",24 years old,201-500 Employees (India)
JK Agri Genetics,3.9,(139 Reviews),Public,Hyderabad + 34 more,34 years old,201-500 Employees (India)
Synthite Industr...,4.0,(139 Reviews),Private,"Ernakulam,Kerala + 13 more",51 years old,1k-5k Employees (India)
Pyro Group,3.8,(139 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 24 more",24 years old,201-500 Employees (India)
Smart Works,3.5,(139 Reviews),Private,"Delhi,NCT + 12 more",7 years old,201-500 Employees (India)
Rubicon Research,3.5,(139 Reviews),Private,"Atlanta,Georgia + 8 more",24 years old,201-500 Employees (India)
Vivimed Labs,3.8,(139 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 9 more",32 years old,501-1k Employees (India)
Fernandez Hospit...,4.1,(139 Reviews),Private,"Hyderabad/Secunderabad,Telangana",75 years old,1k-5k Employees (India)
OPERATIONAL ENER...,4.0,(139 Reviews),Private,"Chennai,Tamil Nadu + 30 more",16 years old,201-500 Employees (India)
SPIE Oil & Gas S...,4.0,(139 Reviews),Private,"Cergy,Val Doise + 11 more",19 years old,51-200 Employees (India)
Imperative Busin...,4.3,(139 Reviews),Private,Mumbai + 3 more,12 years old,501-1k Employees (India)
MINISO,3.9,(139 Reviews),Private,"Gurgaon/Gurugram,Haryana + 27 more",10 years old,1k-5k Employees (Global)
Cloudstrats Tech...,3.8,(139 Reviews),Private,"New York,New York + 7 more",9 years old,51-200 Employees (Global)
OEN India,4.0,(139 Reviews),Private,"Kochi/Cochin,Kerala + 7 more",55 years old,51-200 Employees (India)
Varroc Lighting ...,3.9,(139 Reviews),Private,Plymouth + 6 more,11 years old,501-1k Employees (India)
Kanpur Fertilize...,4.2,(139 Reviews),Private,Kanpur + 12 more,13 years old,501-1k Employees (India)
Hathi Cement,4.1,(139 Reviews),Private,Mumbai + 19 more,67 years old,501-1k Employees (India)
Megafine Pharma,4.0,(139 Reviews),Private,"Mumbai,Maharashtra + 6 more",28 years old,201-500 Employees (India)
Gulf Spic Genera...,3.7,(139 Reviews),Private,"Fahaheel,Ahmadi + 6 more",26 years old,5k-10k Employees (Global)
Vedika Credit Ca...,4.0,(139 Reviews),Public,"Ranchi,Jharkhand + 31 more",28 years old,1k-5k Employees (India)
JCT,3.9,(139 Reviews),Public,"Hoshiarpur,Punjab + 10 more",77 years old,1k-5k Employees (India)
Savex Technologi...,4.4,(139 Reviews),Mumbai + 35 more,37 years old,1k-5k Employees (India),
Shyplite,4.4,(139 Reviews),Private,"Delhi,NCT + 1 more",8 years old,51-200 Employees (India)
ICRA Analytics,4.0,(139 Reviews),Private,"Kolkata,West Bengal + 2 more",24 years old,501-1k Employees (India)
Emmvee Photovolt...,4.2,(139 Reviews),Private,Bengaluru + 3 more,16 years old,501-1k Employees (India)
Hudson's Bay Com...,3.6,(139 Reviews),Private,Brampton + 2 more,353 years old,501-1k Employees (India)
SBI Payment Serv...,4.1,(139 Reviews),Government,"Mumbai,Maharashtra + 64 more",13 years old,1k-5k Employees (India)
Kanpur Plastipac...,3.9,(138 Reviews),Public,"Kanpur,Uttar Pradesh + 1 more",52 years old,1k-5k Employees (India)
Samsung SDS,3.5,(138 Reviews),Private,Seoul + 10 more,38 years old,1k-5k Employees (India)
NEC Corporation ...,3.5,(138 Reviews),Irving + 15 more,11-50 Employees (India),,
Decimal Point An...,3.3,(138 Reviews),Private,Mumbai + 5 more,11 years old,501-1k Employees (India)
Carrefour,3.8,(138 Reviews),Private,Massy + 21 more,64 years old,201-500 Employees (India)
Fleet Management,3.8,(138 Reviews),Private,Wong Chuk Hang + 12 more,29 years old,201-500 Employees (India)
Dishman Pharmace...,4.2,(138 Reviews),Public,Ahmedabad + 6 more,40 years old,201-500 Employees (India)
HEG,3.9,(138 Reviews),Public,"Noida,Uttar Pradesh + 4 more",51 years old,501-1k Employees (India)
Service Master C...,4.1,(138 Reviews),Chicago + 35 more,94 years old,1k-5k Employees (India),
TRIGO Group,2.6,(138 Reviews),Private,"Tel Aviv,Tel Aviv + 21 more",26 years old,11-50 Employees (India)
Eternis Fine Che...,3.7,(138 Reviews),Public,"Mumbai,Maharashtra + 6 more",35 years old,201-500 Employees (India)
Chain-Sys,3.8,(138 Reviews),Private,"Grand Ledge,MI + 4 more",25 years old,501-1k Employees (India)
Godawari Power &...,4.2,(138 Reviews),Public,"Raipur,Chhattisgarh + 5 more",24 years old,1k-5k Employees (India)
Edureka,3.2,(138 Reviews),Private,"Bangalore,Karnataka + 11 more",12 years old,201-500 Employees (India)
NEC Corporation ...,3.5,(138 Reviews),Irving + 15 more,11-50 Employees (India),,
Impressico Busin...,4.6,(138 Reviews),Private,Noida + 4 more,15 years old,201-500 Employees (India)
Samsung SDS,3.5,(138 Reviews),Private,Seoul + 10 more,38 years old,1k-5k Employees (India)
Godawari Power &...,4.2,(138 Reviews),Public,"Raipur,Chhattisgarh + 5 more",24 years old,1k-5k Employees (India)
South Eastern Co...,4.4,(138 Reviews),Government,Bilaspur + 17 more,38 years old,5k-10k Employees (Global)
Indus Motors,4.1,(138 Reviews),Private,"Kochi/Cochin,Kerala + 21 more",33 years old,5k-10k Employees (Global)
Capillary Techno...,4.1,(138 Reviews),Private,"Singapore,Singapore + 3 more",15 years old,501-1k Employees (India)
Carrefour,3.8,(138 Reviews),Private,Massy + 21 more,64 years old,201-500 Employees (India)
R-Logic Technolo...,4.0,(138 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",27 years old,1k-5k Employees (India)
ShipRocket,3.5,(138 Reviews),Private,"Delhi,NCT + 3 more",11 years old,201-500 Employees (India)
Fleet Management,3.8,(138 Reviews),Private,Wong Chuk Hang + 12 more,29 years old,201-500 Employees (India)
Brand Factory,4.4,(138 Reviews),Public,"Mumbai,Maharashtra + 34 more",17 years old,10k-50k Employees (India)
Enzen Global Sol...,3.9,(138 Reviews),Private,Bangalore + 11 more,17 years old,201-500 Employees (India)
AMBUJANEOTIA,4.2,(138 Reviews),"Kolkata,West Bengal + 6 more",33 years old,501-1k Employees (India),
Eternis Fine Che...,3.7,(138 Reviews),Public,"Mumbai,Maharashtra + 6 more",35 years old,201-500 Employees (India)
TRIGO Group,2.6,(138 Reviews),Private,"Tel Aviv,Tel Aviv + 21 more",26 years old,11-50 Employees (India)
SOS Children's V...,3.7,(138 Reviews),Private,Imst + 27 more,74 years old,1k-5k Employees (India)
Kalyan Toll Infr...,4.3,(138 Reviews),Private,"Indore,Madhya Pradesh + 20 more",21 years old,51-200 Employees (India)
Chain-Sys,3.8,(138 Reviews),Private,"Grand Ledge,MI + 4 more",25 years old,501-1k Employees (India)
HEG,3.9,(138 Reviews),Public,"Noida,Uttar Pradesh + 4 more",51 years old,501-1k Employees (India)
Autodesk,4.3,(138 Reviews),Public,"San Francisco,California + 17 more",41 years old,1k-5k Employees (India)
Dishman Pharmace...,4.2,(138 Reviews),Public,Ahmedabad + 6 more,40 years old,201-500 Employees (India)
Decimal Point An...,3.3,(138 Reviews),Private,Mumbai + 5 more,11 years old,501-1k Employees (India)
Olectra Greentec...,3.2,(138 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 10 more",31 years old,201-500 Employees (India)
Saint Gobain Sek...,4.0,(138 Reviews),Public,Pune + 14 more,50 years old,501-1k Employees (India)
Suez Water Techn...,4.2,(138 Reviews),Public,"Trevose,PA + 26 more",54 years old,5k-10k Employees (India)
Teletext Holiday...,3.7,(138 Reviews),Private,London + 2 more,31 years old,51-200 Employees (India)
Coronis It Syste...,3.7,(138 Reviews),Mohali + 3 more,201-500 Employees (India),,
Ceat Specialty T...,4.0,(138 Reviews),Private,Mumbai + 15 more,99 years old,51-200 Employees (India)
Coronis It Syste...,3.7,(138 Reviews),Mohali + 3 more,201-500 Employees (India),,
InnovationM,3.8,(137 Reviews),Private,"Noida,Uttar Pradesh + 4 more",13 years old,201-500 Employees (India)
Mitsubishi Heavy...,4.3,(137 Reviews),Private,Tokyo + 21 more,139 years old,51-200 Employees (India)
MindCraft Softwa...,3.5,(137 Reviews),Private,"Mumbai,Maharashtra + 4 more",21 years old,501-1k Employees (India)
Appasamy Associa...,3.7,(137 Reviews),Private,"Chennai,Tamil Nadu + 20 more",45 years old,51-200 Employees (India)
Galore Networks,2.7,(137 Reviews),Private,"Chennai,Tamil Nadu + 30 more",18 years old,51-200 Employees (India)
Incture Technolo...,2.6,(137 Reviews),Private,Banglore + 4 more,17 years old,501-1k Employees (India)
Head Field Solut...,3.0,(137 Reviews),Private,New Delhi + 3 more,16 years old,501-1k Employees (India)
Lalitpur Power G...,4.2,(137 Reviews),Private,"Lalitpur,Uttar Pradesh + 6 more",14 years old,1k-5k Employees (India)
Shanthi Gears,3.5,(137 Reviews),Public,"Coimbatore,Tamil Nadu + 8 more",54 years old,501-1k Employees (India)
WEG,3.7,(137 Reviews),Private,"Tamil Nadu,Karnataka + 5 more",62 years old,201-500 Employees (India)
Verse Innovation,3.7,(137 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",16 years old,501-1k Employees (India)
UAE Exchange,4.0,(137 Reviews),Public,"Abu Dhabi,Abu Dhabi + 32 more",28 years old,1-10 Employees (India)
Blue Cross Labor...,4.1,(137 Reviews),Public,"Mumbai,Maharashtra + 23 more",43 years old,1k-5k Employees (India)
Alf Engineering,3.8,(137 Reviews),Private,"Nasik/Nashik,Maharashtra + 9 more",17 years old,201-500 Employees (India)
TimesPro,3.7,(137 Reviews),LLP,"Mumbai,Maharashtra + 20 more",10 years old,501-1k Employees (India)
Mangalam Cement,4.1,(137 Reviews),Public,Kolkata + 18 more,47 years old,1k-5k Employees (India)
IT By Design,3.6,(137 Reviews),Private,Jersey City + 5 more,20 years old,201-500 Employees (India)
Innovatiview,3.3,(137 Reviews),Private,"Noida,Uttar Pradesh + 2 more",13 years old,201-500 Employees (India)
CollegeDekho,3.5,(137 Reviews),"Gurgaon,Haryana + 8 more",8 years old,501-1k Employees (India),
Jubilant Industr...,4.0,(137 Reviews),Public,"Noida,Uttar Pradesh + 29 more",16 years old,501-1k Employees (India)
Domino Printech,4.0,(137 Reviews),LLP,"Gurgaon/Gurugram,Haryana + 22 more",27 years old,201-500 Employees (India)
Filatex India,4.0,(137 Reviews),Public,"Noida,Uttar Pradesh + 8 more",33 years old,1k-5k Employees (India)
Capital Finserve,4.6,(137 Reviews),Private,"Salem,Tamil Nadu + 2 more",16 years old,201-500 Employees (India)
KEM Hospital,4.3,(137 Reviews),Private,Mumbai + 2 more,97 years old,51-200 Employees (India)
Gpt Infraproject...,3.9,(137 Reviews),Public,"Kolkata,West Bengal + 16 more",43 years old,1k-5k Employees (India)
Dorset Industrie...,3.9,(137 Reviews),Gurgaon + 24 more,28 years old,201-500 Employees (India),
